X,Y
0.702957817,0.051044919
0.707130331,0.050479028
0.711302846,0.050252672
0.71547536,0.049913138
0.719647875,0.049460425
0.723820389,0.049234069
0.736922085,0.045838725
0.750107231,0.047083685
0.754279745,0.046687561
0.75845226,0.046517794
0.762624774,0.046008492
0.766797289,0.045895314
0.770969803,0.045386013
0.775142318,0.045216245
0.779314832,0.044820122
0.791832376,0.045499191
0.800177405,0.043688341
0.804349919,0.043688341
0.808522434,0.043688341
0.812694948,0.043688341
0.816867463,0.043688341
0.821039977,0.043688341
0.825212492,0.043688341
0.829385006,0.043688341
0.833728215,0.043431118
0.84190255,0.0413116
0.851082082,0.042132141
0.855254596,0.043688341
0.859427111,0.043688341
0.863599625,0.043688341
0.86777214,0.043688341
0.871944654,0.043688341
0.876117169,0.043688341
0.880289683,0.043688341
0.884462198,0.043688341
0.888947651,0.04390055
0.903940254,0.043508285
0.908245531,0.044367409
0.912418045,0.044820122
0.91659056,0.045046478
0.920763074,0.045386013
0.924935589,0.045725547
0.929108103,0.045951903
0.933280618,0.046404616
0.937453132,0.046517794
0.942001173,0.046602677
0.957898453,0.050592207
0.962070968,0.052006933
0.966243482,0.053308482
0.970415997,0.054666619
0.974588511,0.056024757
0.978761026,0.057382894
0.98293354,0.058684443
0.987106055,0.060099169
0.991449263,0.061444078
0.995265639,0.065459411
1.004630616,0.064456527
-0.001876173,0.984732824
